YOB,NKID,DEP,PHON,SINC,AES,DAINC,RES,DHVAL,DMORT,DOUTM,DOUTL,DOUTHP,DOUTCC,BAD
68.0,0.0,0.0,1,0.0,T,5703.0,F,0.0,0.0,400.0,0.0,0.0,0.0,0.0
66.0,0.0,0.0,1,0.0,T,6600.0,P,0.0,0.0,400.0,0.0,0.0,0.0,0.0
64.0,0.0,0.0,1,0.0,P,17739.0,F,0.0,0.0,320.0,0.0,0.0,0.0,0.0
56.0,1.0,0.0,1,0.0,P,30000.0,O,8928.0,34464.0,848.0,0.0,128.0,96.0,0.0
59.0,0.0,0.0,1,0.0,P,36000.0,O,52928.0,24928.0,1684.0,228.0,208.0,0.0,1.0
57.0,0.0,0.0,1,8200.0,P,54000.0,O,8320.0,5856.0,2400.0,580.0,0.0,0.0,0.0
52.0,4.0,0.0,1,0.0,P,48000.0,O,57856.0,28928.0,1296.0,280.0,0.0,200.0,0.0
59.0,1.0,0.0,1,0.0,V,13500.0,O,46464.0,34464.0,0.0,0.0,0.0,0.0,0.0
52.0,1.0,0.0,1,11500.0,W,0.0,O,15392.0,60000.0,388.0,0.0,0.0,0.0,0.0
64.0,0.0,0.0,0,7800.0,V,19800.0,O,30464.0,26464.0,0.0,0.0,0.0,0.0,0.0
45.0,1.0,1.0,1,0.0,E,18000.0,U,0.0,0.0,392.0,0.0,0.0,0.0,0.0
60.0,0.0,0.0,1,0.0,B,22500.0,P,0.0,0.0,320.0,320.0,0.0,0.0,0.0
46.0,2.0,0.0,1,0.0,E,45000.0,O,28928.0,1928.0,1400.0,920.0,0.0,0.0,0.0
68.0,0.0,0.0,1,0.0,P,8100.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.0,0.0,0.0,0,9100.0,P,38100.0,O,49464.0,48464.0,600.0,0.0,0.0,120.0,0.0
27.0,0.0,0.0,1,3321.0,P,45000.0,O,9856.0,28000.0,320.0,608.0,100.0,0.0,1.0
63.0,1.0,0.0,1,12000.0,E,3000.0,O,6464.0,48000.0,440.0,0.0,208.0,0.0,0.0
63.0,0.0,0.0,1,0.0,P,12000.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.0,0.0,0.0,1,0.0,T,7500.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,0.0,0.0,1,0.0,P,16500.0,F,0.0,0.0,340.0,0.0,0.0,0.0,0.0
40.0,0.0,0.0,0,0.0,B,60000.0,O,37856.0,34464.0,0.0,0.0,0.0,0.0,0.0
35.0,2.0,0.0,1,0.0,P,19500.0,O,48928.0,4800.0,0.0,0.0,0.0,0.0,0.0
59.0,0.0,0.0,1,0.0,V,15300.0,N,0.0,0.0,400.0,0.0,0.0,40.0,1.0
60.0,0.0,0.0,1,0.0,P,41700.0,F,0.0,0.0,440.0,600.0,0.0,400.0,0.0
37.0,0.0,0.0,1,15000.0,W,0.0,O,3392.0,4.0,0.0,0.0,0.0,0.0,0.0
47.0,0.0,0.0,0,0.0,E,0.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,2.0,1.0,1,3000.0,P,18000.0,O,54464.0,56000.0,432.0,0.0,0.0,60.0,0.0
63.0,0.0,0.0,1,0.0,V,25500.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.0,1.0,0.0,1,0.0,P,15000.0,O,57856.0,35392.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,1,0.0,R,9900.0,O,54464.0,4.0,0.0,0.0,0.0,0.0,0.0
35.0,2.0,0.0,1,0.0,E,30000.0,O,54464.0,4.0,0.0,0.0,0.0,0.0,0.0
59.0,0.0,0.0,1,0.0,P,45000.0,O,30464.0,2464.0,508.0,0.0,40.0,0.0,1.0
52.0,3.0,0.0,1,1040.0,P,31200.0,O,28464.0,0.0,612.0,196.0,0.0,0.0,1.0
58.0,0.0,0.0,1,3600.0,P,17493.0,U,48928.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,0.0,0.0,1,0.0,P,18000.0,U,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
55.0,2.0,0.0,1,0.0,P,45000.0,O,32928.0,928.0,1360.0,204.0,0.0,40.0,0.0
55.0,2.0,0.0,1,1100.0,V,40950.0,O,8928.0,26464.0,744.0,0.0,120.0,80.0,0.0
63.0,0.0,0.0,0,0.0,T,0.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,0.0,0.0,1,0.0,T,5538.0,F,0.0,0.0,436.0,0.0,0.0,0.0,0.0
48.0,0.0,0.0,1,0.0,V,29739.0,N,0.0,0.0,0.0,1048.0,0.0,0.0,0.0
41.0,0.0,0.0,1,12000.0,P,18000.0,O,18464.0,40000.0,116.0,1128.0,0.0,0.0,0.0
65.0,0.0,0.0,1,0.0,P,13065.0,P,0.0,0.0,240.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,1,0.0,R,0.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.0,4.0,0.0,1,0.0,V,25484.0,O,3392.0,8928.0,648.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,1,0.0,R,27000.0,O,28928.0,0.0,0.0,0.0,0.0,0.0,1.0
57.0,1.0,0.0,1,0.0,E,54000.0,O,63392.0,8928.0,840.0,0.0,0.0,0.0,0.0
62.0,0.0,0.0,1,0.0,B,30000.0,P,0.0,0.0,400.0,0.0,0.0,0.0,0.0
64.0,0.0,0.0,0,0.0,T,5862.0,F,0.0,0.0,44.0,0.0,0.0,0.0,0.0
48.0,2.0,0.0,1,5000.0,P,60000.0,O,39104.0,4.0,0.0,0.0,0.0,0.0,0.0
37.0,2.0,0.0,1,10000.0,P,60000.0,O,17856.0,42464.0,1480.0,0.0,0.0,0.0,0.0
52.0,0.0,0.0,1,0.0,E,0.0,O,0.0,0.0,1160.0,0.0,0.0,0.0,1.0
66.0,0.0,0.0,1,0.0,P,21600.0,F,0.0,0.0,400.0,60.0,0.0,28.0,1.0
18.0,0.0,0.0,1,0.0,R,0.0,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
58.0,2.0,0.0,1,3750.0,E,24464.0,U,0.0,0.0,480.0,0.0,0.0,200.0,0.0
62.0,0.0,0.0,1,0.0,V,0.0,P,0.0,0.0,0.0,0.0,0.0,0.0,1.0
63.0,1.0,0.0,0,0.0,V,27000.0,U,0.0,0.0,320.0,152.0,0.0,40.0,0.0
48.0,3.0,0.0,1,0.0,V,31887.0,O,18464.0,18464.0,732.0,80.0,232.0,0.0,0.0
67.0,0.0,0.0,1,0.0,T,0.0,P,56928.0,0.0,0.0,0.0,0.0,0.0,0.0
56.0,0.0,0.0,1,9000.0,P,8640.0,O,36928.0,30464.0,820.0,0.0,0.0,0.0,0.0
39.0,1.0,0.0,1,10000.0,P,52500.0,O,57856.0,60000.0,680.0,400.0,0.0,0.0,0.0
69.0,0.0,0.0,1,0.0,V,9000.0,P,0.0,0.0,0.0,0.0,0.0,0.0,1.0
67.0,0.0,0.0,1,0.0,T,7200.0,F,0.0,0.0,380.0,0.0,0.0,0.0,0.0
51.0,0.0,0.0,1,5250.0,P,14628.0,F,0.0,0.0,280.0,0.0,0.0,0.0,0.0
54.0,2.0,0.0,1,3300.0,V,42000.0,O,8928.0,50464.0,848.0,0.0,0.0,80.0,0.0
66.0,0.0,0.0,1,0.0,V,19500.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,0.0,0.0,0,0.0,P,22800.0,U,0.0,0.0,600.0,0.0,0.0,0.0,0.0
36.0,0.0,0.0,1,0.0,V,15600.0,U,0.0,0.0,352.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,1,10313.0,R,36855.0,O,48928.0,4.0,0.0,0.0,0.0,0.0,0.0
50.0,2.0,0.0,1,0.0,P,52500.0,O,3392.0,30464.0,716.0,808.0,260.0,0.0,0.0
63.0,0.0,0.0,1,10000.0,P,17160.0,O,46464.0,46464.0,820.0,120.0,0.0,0.0,0.0
48.0,1.0,2.0,1,8512.0,P,26802.0,U,0.0,0.0,440.0,0.0,0.0,0.0,1.0
57.0,0.0,0.0,1,0.0,P,21000.0,U,0.0,0.0,60.0,400.0,0.0,100.0,0.0
49.0,2.0,0.0,1,0.0,V,46917.0,O,63392.0,34464.0,816.0,0.0,0.0,0.0,0.0
46.0,2.0,0.0,1,20000.0,P,42000.0,O,28928.0,12000.0,240.0,0.0,0.0,0.0,0.0
60.0,1.0,0.0,1,0.0,P,42000.0,O,52320.0,54464.0,1020.0,0.0,0.0,300.0,0.0
44.0,1.0,0.0,1,16000.0,V,9696.0,O,28928.0,56000.0,0.0,0.0,0.0,0.0,0.0
56.0,0.0,0.0,1,0.0,P,18600.0,N,0.0,0.0,0.0,0.0,0.0,120.0,0.0
44.0,2.0,0.0,1,1600.0,E,30000.0,N,0.0,0.0,200.0,360.0,160.0,0.0,0.0
54.0,3.0,0.0,1,0.0,E,21000.0,U,0.0,0.0,384.0,1040.0,0.0,0.0,0.0
32.0,0.0,0.0,1,0.0,E,0.0,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.0,0.0,0.0,1,0.0,V,36000.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.0,1.0,0.0,1,0.0,P,36000.0,O,62464.0,62464.0,680.0,100.0,0.0,0.0,0.0
62.0,0.0,0.0,0,0.0,P,25500.0,U,0.0,0.0,340.0,132.0,0.0,0.0,0.0
37.0,0.0,0.0,1,16600.0,V,16497.0,O,54464.0,4.0,0.0,0.0,0.0,0.0,0.0
37.0,2.0,1.0,1,0.0,M,12464.0,F,0.0,0.0,480.0,0.0,0.0,1000.0,0.0
65.0,0.0,0.0,1,0.0,V,21000.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,1,0.0,R,0.0,O,60000.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,1,550.0,R,46500.0,O,23392.0,4.0,0.0,0.0,0.0,0.0,0.0
43.0,2.0,0.0,1,30000.0,E,37856.0,O,10176.0,54464.0,0.0,0.0,0.0,0.0,0.0
46.0,2.0,0.0,1,0.0,P,6464.0,O,3392.0,46000.0,400.0,0.0,0.0,0.0,0.0
64.0,0.0,0.0,0,0.0,P,36000.0,F,0.0,0.0,800.0,400.0,0.0,0.0,0.0
34.0,0.0,0.0,1,5500.0,P,16500.0,O,8928.0,0.0,0.0,0.0,0.0,0.0,0.0
54.0,2.0,0.0,1,3000.0,P,60000.0,O,40464.0,0.0,1036.0,0.0,160.0,400.0,0.0
38.0,1.0,1.0,1,0.0,P,25587.0,U,0.0,0.0,312.0,0.0,0.0,0.0,1.0
47.0,0.0,0.0,1,3000.0,P,16500.0,U,0.0,0.0,0.0,192.0,40.0,0.0,1.0
69.0,0.0,0.0,1,0.0,M,15000.0,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25.0,0.0,0.0,1,0.0,P,31500.0,O,58464.0,0.0,0.0,0.0,0.0,0.0,1.0
62.0,0.0,0.0,1,0.0,V,24327.0,O,22464.0,8896.0,592.0,0.0,0.0,0.0,0.0
65.0,0.0,0.0,1,0.0,T,5325.0,F,0.0,0.0,600.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,1,40000.0,R,0.0,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.0,0.0,0.0,1,0.0,P,20220.0,O,26464.0,34000.0,0.0,668.0,0.0,0.0,1.0
46.0,0.0,0.0,1,0.0,P,30000.0,O,48000.0,12000.0,160.0,320.0,0.0,0.0,0.0
66.0,0.0,0.0,1,0.0,P,16200.0,P,0.0,0.0,0.0,228.0,0.0,0.0,0.0
68.0,0.0,0.0,1,0.0,T,6900.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.0,0.0,0.0,1,13000.0,P,0.0,O,28928.0,4.0,0.0,0.0,0.0,0.0,1.0
32.0,0.0,0.0,1,0.0,P,35847.0,U,0.0,0.0,300.0,0.0,444.0,0.0,0.0
64.0,0.0,0.0,0,0.0,P,19500.0,U,0.0,0.0,240.0,208.0,80.0,0.0,0.0
61.0,0.0,0.0,1,0.0,P,26265.0,P,0.0,0.0,0.0,0.0,480.0,40.0,0.0
38.0,0.0,0.0,0,0.0,P,0.0,N,6784.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,1.0,0.0,1,3000.0,P,18464.0,O,27392.0,52000.0,376.0,580.0,0.0,160.0,0.0
67.0,0.0,0.0,1,0.0,T,0.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,0.0,0.0,1,0.0,P,34956.0,O,22464.0,64000.0,428.0,320.0,0.0,240.0,0.0
60.0,0.0,0.0,1,0.0,B,34500.0,F,0.0,0.0,560.0,0.0,0.0,0.0,0.0
35.0,0.0,0.0,1,0.0,B,31200.0,U,0.0,0.0,88.0,260.0,0.0,0.0,0.0
38.0,0.0,0.0,1,0.0,P,36000.0,O,63392.0,30464.0,680.0,948.0,0.0,0.0,0.0
64.0,0.0,0.0,1,0.0,P,19200.0,P,0.0,0.0,0.0,320.0,0.0,0.0,0.0
30.0,1.0,0.0,0,0.0,P,34500.0,U,0.0,0.0,0.0,472.0,0.0,0.0,1.0
37.0,0.0,2.0,1,0.0,P,37440.0,U,0.0,0.0,0.0,0.0,532.0,0.0,0.0
32.0,1.0,0.0,1,0.0,R,0.0,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
57.0,0.0,0.0,1,0.0,V,40500.0,O,34464.0,8464.0,600.0,200.0,0.0,200.0,0.0
21.0,1.0,0.0,0,0.0,R,0.0,U,0.0,0.0,0.0,0.0,0.0,0.0,1.0
59.0,1.0,0.0,1,0.0,B,17700.0,U,0.0,0.0,320.0,0.0,0.0,32.0,0.0
21.0,0.0,0.0,1,0.0,R,0.0,O,62464.0,4.0,0.0,0.0,0.0,0.0,0.0
62.0,0.0,0.0,1,0.0,P,24600.0,O,46464.0,14464.0,624.0,0.0,224.0,0.0,0.0
59.0,0.0,0.0,1,0.0,V,24300.0,O,6464.0,49000.0,0.0,0.0,0.0,0.0,1.0
47.0,2.0,0.0,1,0.0,B,21000.0,O,36928.0,52000.0,376.0,0.0,0.0,0.0,1.0
63.0,0.0,0.0,1,5500.0,V,30000.0,U,0.0,0.0,0.0,300.0,80.0,80.0,0.0
48.0,0.0,0.0,0,2000.0,P,24000.0,O,24928.0,59796.0,504.0,0.0,0.0,0.0,0.0
33.0,0.0,0.0,1,0.0,R,30000.0,O,8928.0,4.0,0.0,0.0,0.0,0.0,0.0
48.0,1.0,0.0,1,0.0,P,6464.0,O,56928.0,8928.0,1480.0,1000.0,728.0,100.0,0.0
48.0,2.0,0.0,1,9500.0,P,9464.0,O,63392.0,54464.0,1400.0,0.0,0.0,0.0,0.0
46.0,0.0,0.0,1,10800.0,P,20250.0,U,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42.0,0.0,0.0,1,0.0,V,34947.0,O,62464.0,0.0,600.0,100.0,48.0,0.0,1.0
55.0,1.0,0.0,0,0.0,P,12464.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,1,4000.0,E,15000.0,O,48928.0,64000.0,1000.0,0.0,0.0,0.0,1.0
37.0,3.0,0.0,1,0.0,V,64500.0,O,64464.0,28464.0,888.0,0.0,52.0,0.0,0.0
68.0,0.0,0.0,1,0.0,P,9000.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,1,0.0,E,15928.0,O,37856.0,4.0,0.0,0.0,0.0,0.0,0.0
38.0,3.0,0.0,1,0.0,P,36000.0,O,54464.0,26000.0,320.0,0.0,0.0,0.0,0.0
45.0,0.0,0.0,1,4000.0,E,30000.0,U,0.0,0.0,476.0,400.0,0.0,0.0,0.0
58.0,0.0,0.0,1,0.0,P,22500.0,P,0.0,0.0,800.0,0.0,0.0,0.0,0.0
62.0,0.0,0.0,1,4056.0,P,27000.0,O,26464.0,1396.0,492.0,0.0,0.0,0.0,0.0
55.0,2.0,0.0,1,0.0,P,39000.0,O,40928.0,24928.0,1152.0,0.0,0.0,0.0,0.0
36.0,2.0,0.0,1,0.0,V,0.0,O,30464.0,7200.0,224.0,0.0,0.0,0.0,1.0
65.0,1.0,0.0,0,6858.0,W,0.0,F,0.0,0.0,352.0,0.0,0.0,80.0,1.0
44.0,3.0,0.0,1,0.0,P,60000.0,O,17856.0,60000.0,400.0,0.0,0.0,400.0,0.0
53.0,0.0,0.0,1,10200.0,P,33000.0,O,17856.0,30464.0,800.0,0.0,0.0,0.0,0.0
51.0,1.0,0.0,1,20000.0,P,12600.0,O,28928.0,34464.0,720.0,0.0,0.0,0.0,0.0
58.0,0.0,0.0,1,0.0,V,25653.0,P,0.0,0.0,0.0,220.0,0.0,0.0,0.0
63.0,0.0,0.0,1,0.0,V,20400.0,P,0.0,0.0,200.0,0.0,0.0,300.0,0.0
69.0,0.0,0.0,1,0.0,P,12162.0,P,0.0,0.0,200.0,0.0,0.0,0.0,0.0
44.0,2.0,0.0,1,15000.0,P,9000.0,O,53392.0,30464.0,680.0,0.0,0.0,0.0,1.0
50.0,2.0,0.0,1,2671.0,V,31260.0,O,48928.0,2464.0,496.0,0.0,0.0,0.0,0.0
48.0,1.0,0.0,1,0.0,V,38511.0,O,48464.0,2464.0,500.0,0.0,0.0,100.0,0.0
62.0,1.0,0.0,1,1440.0,P,21000.0,U,0.0,0.0,444.0,76.0,116.0,0.0,0.0
51.0,2.0,0.0,1,0.0,P,15180.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.0,0.0,0.0,1,0.0,V,22200.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.0,0.0,0.0,1,0.0,T,0.0,N,0.0,0.0,132.0,0.0,0.0,0.0,0.0
65.0,0.0,0.0,1,0.0,P,15000.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.0,0.0,0.0,1,10000.0,P,15000.0,O,34464.0,2464.0,548.0,0.0,0.0,0.0,0.0
49.0,1.0,0.0,0,0.0,P,10500.0,O,10464.0,36000.0,348.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,1,0.0,R,0.0,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,0.0,0.0,1,6000.0,P,30000.0,O,27392.0,10000.0,100.0,720.0,0.0,200.0,0.0
52.0,0.0,0.0,1,0.0,P,14040.0,P,0.0,0.0,0.0,120.0,0.0,40.0,1.0
63.0,0.0,0.0,1,0.0,V,20250.0,O,6464.0,60000.0,436.0,0.0,0.0,0.0,1.0
25.0,0.0,0.0,1,0.0,R,0.0,O,54464.0,4.0,0.0,0.0,0.0,0.0,0.0
62.0,0.0,0.0,1,0.0,P,26520.0,P,0.0,0.0,0.0,0.0,72.0,0.0,0.0
65.0,0.0,0.0,0,0.0,V,9276.0,N,0.0,0.0,96.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,1,0.0,R,0.0,O,2928.0,4.0,0.0,0.0,0.0,0.0,1.0
66.0,0.0,0.0,0,0.0,P,26571.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
48.0,2.0,0.0,1,0.0,P,9464.0,O,17856.0,2464.0,0.0,0.0,0.0,0.0,0.0
33.0,2.0,0.0,1,1500.0,B,464.0,O,3392.0,56000.0,448.0,400.0,0.0,0.0,0.0
49.0,0.0,0.0,0,0.0,P,16500.0,P,0.0,0.0,0.0,0.0,0.0,0.0,1.0
63.0,0.0,0.0,1,0.0,P,24000.0,O,10464.0,0.0,740.0,0.0,0.0,0.0,0.0
62.0,0.0,0.0,0,4700.0,P,15000.0,O,48000.0,0.0,320.0,328.0,0.0,0.0,0.0
57.0,1.0,0.0,1,0.0,W,0.0,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.0,0.0,1,0.0,P,13284.0,N,0.0,0.0,0.0,188.0,0.0,0.0,0.0
19.0,0.0,0.0,1,0.0,R,6846.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33.0,0.0,0.0,1,9000.0,P,13434.0,O,42464.0,56000.0,240.0,0.0,0.0,80.0,0.0
44.0,1.0,0.0,1,0.0,P,15000.0,O,43392.0,4.0,0.0,0.0,0.0,0.0,0.0
59.0,1.0,1.0,0,0.0,P,35460.0,O,12928.0,62464.0,900.0,0.0,0.0,44.0,1.0
57.0,0.0,0.0,1,0.0,M,33000.0,P,0.0,0.0,520.0,0.0,0.0,0.0,0.0
68.0,0.0,0.0,1,0.0,T,0.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,0.0,0.0,1,0.0,P,21000.0,P,0.0,0.0,0.0,800.0,0.0,0.0,0.0
51.0,2.0,0.0,1,0.0,P,21000.0,O,50464.0,0.0,0.0,0.0,0.0,40.0,0.0
50.0,2.0,0.0,1,7518.0,P,27000.0,O,54464.0,54800.0,384.0,0.0,160.0,0.0,0.0
47.0,2.0,0.0,1,0.0,P,33000.0,O,18464.0,32000.0,276.0,0.0,316.0,292.0,0.0
34.0,1.0,0.0,0,0.0,V,24900.0,O,63392.0,4.0,0.0,280.0,0.0,0.0,0.0
65.0,0.0,0.0,1,0.0,T,0.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,1,0.0,E,9464.0,O,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45.0,1.0,0.0,1,8000.0,E,24000.0,O,32320.0,0.0,0.0,0.0,0.0,0.0,1.0
65.0,0.0,0.0,1,0.0,P,20100.0,P,0.0,0.0,0.0,256.0,0.0,0.0,0.0
55.0,2.0,0.0,1,17000.0,W,0.0,O,10176.0,54464.0,0.0,0.0,0.0,0.0,0.0
54.0,0.0,0.0,1,6700.0,P,46500.0,O,58464.0,2464.0,480.0,0.0,0.0,0.0,0.0
48.0,2.0,1.0,1,0.0,W,0.0,O,35392.0,4928.0,0.0,0.0,0.0,0.0,1.0
43.0,1.0,0.0,1,0.0,W,0.0,O,10176.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.0,0.0,1,0.0,V,15390.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.0,0.0,0.0,1,0.0,P,10500.0,F,34464.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,1,0.0,E,30000.0,O,44928.0,0.0,0.0,0.0,0.0,0.0,1.0
56.0,0.0,0.0,1,0.0,P,21000.0,U,0.0,0.0,160.0,228.0,0.0,0.0,0.0
67.0,0.0,0.0,1,0.0,T,0.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.0,0.0,0.0,1,0.0,T,0.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,0.0,0.0,1,17446.0,W,0.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,0.0,0.0,0,0.0,U,0.0,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51.0,2.0,0.0,1,2000.0,V,39000.0,O,62464.0,18464.0,660.0,416.0,0.0,0.0,0.0
56.0,1.0,0.0,1,0.0,P,33000.0,U,0.0,0.0,120.0,280.0,0.0,0.0,0.0
68.0,0.0,0.0,1,0.0,V,17739.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,0.0,1.0,1,2152.0,B,36969.0,F,0.0,0.0,464.0,184.0,0.0,0.0,0.0
50.0,0.0,0.0,1,7000.0,V,36000.0,O,3392.0,40000.0,400.0,0.0,0.0,0.0,0.0
63.0,0.0,0.0,1,6000.0,M,24600.0,O,34464.0,0.0,608.0,460.0,0.0,0.0,0.0
53.0,1.0,0.0,1,0.0,P,21135.0,U,0.0,0.0,200.0,0.0,0.0,0.0,0.0
47.0,0.0,0.0,1,19500.0,P,13500.0,O,27392.0,16928.0,0.0,0.0,0.0,280.0,0.0
54.0,2.0,0.0,1,6984.0,P,22500.0,O,46464.0,2464.0,492.0,180.0,80.0,160.0,0.0
65.0,0.0,0.0,0,0.0,V,17100.0,N,0.0,0.0,240.0,0.0,0.0,0.0,0.0
46.0,1.0,0.0,1,0.0,V,9768.0,P,0.0,0.0,0.0,0.0,0.0,120.0,0.0
61.0,0.0,0.0,1,6420.0,P,19200.0,N,0.0,0.0,0.0,392.0,0.0,0.0,1.0
52.0,2.0,0.0,1,0.0,V,12048.0,O,18928.0,7696.0,92.0,248.0,0.0,0.0,0.0
23.0,0.0,0.0,1,0.0,P,22500.0,O,34464.0,4.0,0.0,0.0,0.0,0.0,0.0
67.0,0.0,0.0,1,0.0,T,0.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.0,0.0,0.0,1,2400.0,P,21900.0,O,8464.0,8464.0,532.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,1,0.0,R,6885.0,O,34464.0,4.0,0.0,0.0,0.0,0.0,0.0
62.0,1.0,0.0,1,9000.0,P,42000.0,O,54464.0,0.0,800.0,0.0,0.0,0.0,0.0
56.0,1.0,0.0,1,14226.0,V,28797.0,O,4928.0,46464.0,776.0,0.0,0.0,0.0,0.0
61.0,0.0,0.0,1,13000.0,V,42000.0,O,54464.0,34464.0,720.0,0.0,80.0,0.0,0.0
51.0,0.0,0.0,1,2230.0,E,24464.0,P,28928.0,0.0,0.0,0.0,928.0,0.0,0.0
59.0,0.0,0.0,1,2000.0,E,24000.0,U,0.0,0.0,160.0,0.0,0.0,0.0,0.0
66.0,0.0,0.0,1,0.0,P,28800.0,P,0.0,0.0,0.0,0.0,0.0,240.0,0.0
50.0,2.0,0.0,1,3000.0,P,19500.0,O,8928.0,0.0,784.0,0.0,120.0,24.0,0.0
67.0,0.0,0.0,1,0.0,M,14400.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
65.0,0.0,0.0,1,0.0,P,21000.0,P,0.0,0.0,320.0,0.0,0.0,40.0,0.0
17.0,0.0,0.0,1,0.0,R,18000.0,O,17856.0,4.0,0.0,0.0,0.0,0.0,1.0
50.0,2.0,0.0,1,0.0,P,21000.0,U,0.0,0.0,484.0,0.0,128.0,0.0,0.0
57.0,0.0,0.0,1,0.0,V,36600.0,O,928.0,54464.0,1200.0,0.0,0.0,0.0,0.0
54.0,0.0,0.0,1,0.0,V,33000.0,F,0.0,0.0,200.0,0.0,0.0,0.0,1.0
42.0,0.0,0.0,1,10000.0,P,34800.0,O,46464.0,20000.0,540.0,0.0,0.0,200.0,0.0
43.0,0.0,0.0,1,0.0,P,15858.0,N,0.0,0.0,0.0,0.0,0.0,96.0,0.0
29.0,0.0,0.0,1,13000.0,V,12000.0,O,23392.0,16000.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,1,0.0,R,15000.0,O,28464.0,4.0,0.0,0.0,0.0,0.0,1.0
61.0,1.0,0.0,1,0.0,E,0.0,P,0.0,0.0,0.0,0.0,0.0,0.0,1.0
67.0,0.0,0.0,1,0.0,P,7290.0,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,1,0.0,R,0.0,O,8928.0,4.0,0.0,140.0,0.0,0.0,1.0
67.0,0.0,0.0,1,0.0,P,19911.0,P,0.0,0.0,0.0,276.0,0.0,0.0,0.0
38.0,1.0,0.0,1,5000.0,P,18000.0,U,0.0,0.0,400.0,440.0,0.0,0.0,1.0
35.0,0.0,0.0,1,0.0,P,28152.0,O,62464.0,36000.0,360.0,224.0,240.0,20.0,0.0
64.0,0.0,0.0,1,0.0,P,24192.0,O,34464.0,0.0,684.0,0.0,204.0,0.0,1.0
62.0,0.0,0.0,1,0.0,P,31812.0,P,0.0,0.0,200.0,0.0,0.0,240.0,0.0
63.0,0.0,0.0,1,0.0,P,27000.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,1.0,0.0,1,2600.0,P,13500.0,O,37856.0,4.0,0.0,0.0,0.0,0.0,0.0
