id,time,orig_time,first_time,mat_time,balance_time,LTV_time,interest_rate_time,hpi_time,gdp_time,uer_time,REtype_CO_orig_time,REtype_PU_orig_time,REtype_SF_orig_time,investor_orig_time,balance_orig_time,FICO_orig_time,LTV_orig_time,Interest_Rate_orig_time,hpi_orig_time,default_time,payoff_time,status_time
20033,40,22,28,82,280321.95,108.18289625,5.875,156.21,1.5859655122,9.8,0,1,0,0,287300.0,783,79.9,5.875,216.77,0,0,0
22003,31,28,30,149,117231.92,82.794688974,6.875,200.67,1.8506891663,4.7,0,0,1,0,116250.0,680,75.0,6.875,219.67,0,0,0
48963,47,26,28,86,76282.36,102.49627072,6.5,149.58,1.6681823188,8.8,0,0,1,0,84000.0,647,75.0,6.5,225.1,0,0,0
2819,25,21,23,141,138473.89,82.456729562,7.75,226.29,2.8991367167,4.7,0,0,1,0,139500.0,579,90.0,7.75,208.86,0,0,0
12662,35,-2,20,118,29771.66,51.293396341,10.0,162.09,-2.805844087,6.5,0,0,0,0,31825.44,603,90.7,10.0,97.99,0,0,0
7271,44,24,26,145,700575.6,129.03399748,3.442,150.91,1.8755149375,9.2,0,0,1,0,644000.0,797,80.0,1.0,223.75,0,0,0
14525,31,26,29,146,1462381.77,78.4887699,6.875,200.67,1.8506891663,4.7,0,0,1,0,1463000.0,666,70.0,6.875,225.1,0,0,0
20099,31,26,26,144,263449.99,89.290672845,7.375,200.67,1.8506891663,4.7,0,1,0,0,263450.0,753,79.6,7.375,225.1,0,0,0
18717,30,19,19,77,315307.71,61.015504886,5.125,212.73,2.2742178006,4.7,0,1,0,0,372000.0,789,80.0,5.125,191.42,0,0,0
17446,31,28,31,149,298075.99,80.607158725,6.75,200.67,1.8506891663,4.7,0,0,1,0,295100.0,702,72.9,0.0,219.67,0,0,0
114,46,22,25,142,55916.31,116.25867691,8.375,155.61,1.1759090317,9.0,0,0,1,0,53600.0,533,80.0,8.375,216.77,0,0,0
12433,44,6,20,86,24334.94,48.544418678,7.625,150.91,1.8755149375,9.2,0,0,0,1,32902.17,658,80.6,0.0,122.89,0,0,0
20070,44,26,26,143,101515.0,112.16411302,6.75,150.91,1.8755149375,9.2,0,0,1,1,108000.0,781,80.0,6.75,225.1,0,0,0
35549,22,19,22,140,102078.94,70.422966648,8.4,216.77,3.2787956953,5.0,0,0,1,0,102400.0,510,80.0,0.0,191.42,0,0,0
7406,37,26,27,146,201387.43,158.50582913,5.562,153.35,-4.146710947,9.0,0,0,1,0,186500.0,700,100.0,2.5,225.1,0,0,0
10468,31,28,30,148,368049.48,89.53276443,8.5,200.67,1.8506891663,4.7,0,0,1,0,360000.0,737,80.0,1.25,219.67,0,0,0
36455,17,11,14,132,92989.43,58.941151997,8.95,179.45,4.1266843515,5.6,0,0,1,0,93750.0,505,75.0,0.0,142.18,0,0,0
29046,43,19,23,139,106080.2,89.746536626,6.0,156.04,2.6941105489,9.4,0,0,1,0,116000.0,682,80.0,6.0,191.42,0,0,0
47005,44,29,30,149,128619.77,111.60437684,6.5,150.91,1.8755149375,9.2,0,1,0,0,132800.0,556,80.0,0.0,217.37,0,0,0
47137,42,27,29,147,404015.54,116.26425458,4.25,161.0,3.0294986398,9.4,0,0,1,0,408000.0,694,85.0,0.0,222.39,0,0,0
39122,60,28,30,148,636914.95,86.714414936,2.625,189.82,2.8363581757,5.7,0,0,1,0,637500.0,666,75.0,6.25,219.67,0,0,0
38242,32,27,29,147,122195.98,85.887548805,8.563,186.12,1.1041627602,5.0,0,0,0,0,119000.0,628,70.0,1.0,222.39,0,0,0
25994,52,20,25,140,173929.3,95.570742335,2.46,161.13,1.0810494182,8.0,1,0,0,0,180000.0,718,80.0,0.0,199.21,0,0,0
27910,35,23,26,143,560000.0,90.2206737,5.875,162.09,-2.805844087,6.5,0,0,0,0,560000.0,760,65.9,0.0,221.91,0,0,0
47556,53,32,52,153,836042.87,63.099149163,5.625,173.17,0.8929961554,7.6,0,0,1,0,900000.0,761,63.2,5.625,186.12,0,0,0
44338,37,23,27,143,159432.06,112.05014015,7.375,153.35,-4.146710947,9.0,0,0,1,0,164720.0,587,80.0,6.95,221.91,0,0,0
34256,60,20,22,140,270584.0,61.111506128,2.875,189.82,2.8363581757,5.7,0,0,1,0,342000.0,750,73.6,5.0,199.21,0,0,0
23093,40,28,29,148,447059.79,118.17235627,3.282,156.21,1.5859655122,9.8,0,0,1,0,425600.0,763,80.0,1.0,219.67,0,0,0
16828,34,25,25,142,370262.0,124.01240265,5.75,173.35,-0.314447747,5.8,1,0,0,0,370262.0,693,95.0,5.75,226.29,0,0,0
43129,33,28,30,148,246884.87,84.627507066,6.54,180.52,0.8368586627,5.0,0,0,1,0,248500.0,568,70.0,6.54,219.67,0,0,0
5534,27,22,22,134,207160.01,76.198070138,12.375,222.39,2.3617217155,4.4,0,0,1,0,212000.0,525,80.0,0.0,216.77,0,0,0
2319,22,16,18,136,169946.03,52.656064764,7.0,216.77,3.2787956953,5.0,0,0,1,1,175000.0,781,70.0,7.0,167.91,0,0,0
39862,24,14,19,114,629525.21,50.096727789,5.75,223.75,3.1211950891,4.7,0,0,1,0,650000.0,696,74.3,3.0,155.77,0,0,0
22138,53,30,32,150,412627.58,68.504065543,2.0,173.17,0.8929961554,7.6,0,0,0,0,515000.0,762,69.6,6.0,212.73,0,0,0
47145,49,30,30,148,121298.37,100.9257183,2.0,154.94,2.4566338212,8.2,0,0,0,0,126400.0,577,76.6,0.0,212.73,0,0,0
14309,30,27,27,145,121500.0,78.405725568,6.0,212.73,2.2742178006,4.7,0,0,1,1,121500.0,712,75.0,6.0,222.39,0,0,0
21106,35,23,26,143,117600.0,109.52433833,6.0,162.09,-2.805844087,6.5,0,0,0,0,117600.0,722,80.0,6.0,221.91,0,0,0
45404,40,27,31,148,64032.51,140.24700378,10.75,156.21,1.5859655122,9.8,0,0,1,0,65000.0,645,100.0,10.75,222.39,0,0,0
20344,41,29,32,150,1306511.62,91.430155584,6.375,161.06,2.6824968062,9.9,0,1,0,0,1350000.0,793,70.0,6.375,217.37,0,0,0
30072,29,21,25,142,169629.6,75.457698548,6.7,217.37,1.6929686703,4.5,0,0,1,0,172800.0,741,80.0,6.7,208.86,0,0,0
5782,27,18,22,139,234454.8,74.140881496,6.83,222.39,2.3617217155,4.4,0,0,0,0,239200.0,632,90.0,6.83,186.91,0,0,0
33241,45,22,25,142,88500.0,86.022618433,7.0,154.87,1.6391549258,9.1,0,0,1,0,108000.0,789,75.0,7.0,216.77,0,0,0
37915,32,28,31,148,168268.45,72.244644872,8.125,186.12,1.1041627602,5.0,1,0,0,1,164940.0,698,60.0,8.125,219.67,0,0,0
17457,33,16,25,136,342715.02,58.675634455,5.375,180.52,0.8368586627,5.0,0,0,1,0,364000.0,779,67.0,5.375,167.91,0,0,0
42994,40,28,30,148,213911.52,117.96574395,9.2,156.21,1.5859655122,9.8,0,0,1,0,216750.0,554,85.0,9.2,219.67,0,0,0
23821,17,13,16,134,147900.0,66.737252717,5.875,179.45,4.1266843515,5.6,0,0,1,0,147900.0,630,80.0,0.0,149.7,0,0,0
27239,20,18,18,136,202499.8,84.442966647,6.55,199.21,3.5563345819,5.3,0,0,0,0,202500.0,584,90.0,6.55,186.91,0,0,0
26211,31,22,25,142,98035.52,84.720823921,7.24,200.67,1.8506891663,4.7,0,0,1,0,100000.0,642,80.0,7.24,216.77,0,0,0
5467,21,19,21,139,364500.0,82.484918127,5.85,208.86,3.3469293746,5.2,0,0,1,0,364500.0,592,90.0,5.85,191.42,0,0,0
45144,32,27,30,148,384881.94,94.821758534,7.25,186.12,1.1041627602,5.0,0,0,0,0,388000.0,670,80.0,7.25,222.39,0,0,0
39044,21,17,19,137,524000.0,68.735037824,4.25,208.86,3.3469293746,5.2,0,0,0,0,524000.0,733,80.0,4.0,179.45,0,0,0
7149,53,28,30,188,512038.72,104.71499036,4.479,173.17,0.8929961554,7.6,0,0,1,0,477000.0,687,76.9,1.0,219.67,0,0,0
6366,34,25,25,69,40337.8,74.16438096,9.99,173.35,-0.314447747,5.8,0,0,1,0,53250.0,587,75.0,9.99,226.29,0,0,0
20297,42,27,29,147,719503.54,67.582029029,6.75,161.0,3.0294986398,9.4,0,0,1,0,750000.0,813,51.0,6.75,222.39,0,0,0
18828,28,17,19,137,97190.09,65.0781002,6.0,219.67,1.2291722496,4.6,0,0,1,1,97600.0,705,80.0,6.0,179.45,0,0,0
2606,50,16,16,127,42707.94,76.878759539,10.75,158.94,2.3664098989,8.2,0,0,1,0,46950.0,552,80.0,10.75,167.91,0,0,0
32023,35,19,25,139,499961.61,90.335650948,4.875,162.09,-2.805844087,6.5,0,1,0,0,500000.0,758,76.5,4.875,191.42,0,0,0
34654,33,25,28,146,170688.98,98.602014263,7.0,180.52,0.8368586627,5.0,0,0,1,0,173600.0,699,80.0,7.0,226.29,0,0,0
26636,39,27,29,147,391025.61,111.75287325,7.15,158.16,-0.241080652,10.0,0,0,1,0,393600.0,708,80.0,7.15,222.39,0,0,0
164,37,22,26,143,142113.19,70.515104247,7.56,153.35,-4.146710947,9.0,0,0,1,0,147000.0,698,51.6,7.56,216.77,0,0,0
12814,31,16,19,136,127670.79,68.47957531,7.125,200.67,1.8506891663,4.7,0,0,0,1,132600.0,684,85.0,7.125,167.91,0,0,0
7911,7,6,6,123,54740.04,89.19342135,12.125,123.64,0.2048486806,5.3,0,0,1,0,54900.0,585,90.0,12.125,122.89,0,0,0
37116,28,19,21,139,116383.32,84.513494159,5.5,219.67,1.2291722496,4.6,0,0,1,0,120000.0,796,100.0,5.5,191.42,0,0,0
5809,24,19,22,139,202188.29,67.832853494,7.69,223.75,3.1211950891,4.7,0,0,0,0,204000.0,750,80.0,7.69,191.42,0,0,0
8779,13,8,10,128,130705.12,66.631803852,7.375,149.7,1.9896913263,6.0,0,0,1,0,132000.0,738,80.0,0.0,125.92,0,0,0
7253,58,24,26,185,242328.29,100.99748607,2.974,188.37,2.8685938252,6.2,0,1,0,0,228000.0,712,80.0,1.0,223.75,0,0,0
26289,31,22,24,142,412000.0,86.418498032,9.125,200.67,1.8506891663,4.7,0,0,1,0,412000.0,775,80.0,6.125,216.77,0,0,0
31707,30,27,29,147,165000.0,78.405725568,7.44,212.73,2.2742178006,4.7,0,0,0,0,165000.0,697,75.0,1.5,222.39,0,0,0
28464,48,21,23,141,100892.78,107.37945318,2.25,146.45,2.7159028846,8.3,0,0,0,0,107200.0,677,80.0,4.875,208.86,0,0,0
33751,45,25,26,145,999000.0,97.31332085,6.125,154.87,1.6391549258,9.1,0,1,0,0,999000.0,776,66.6,6.125,226.29,0,0,0
13837,50,14,18,134,99322.16,65.761546048,3.0,158.94,2.3664098989,8.2,0,0,1,0,115752.8,787,78.2,7.75,155.77,0,0,0
28133,28,23,27,144,172000.0,80.815769108,6.5,219.67,1.2291722496,4.6,1,0,0,1,172000.0,788,80.0,6.5,221.91,0,0,0
12631,23,-3,20,77,25246.2,31.365493637,9.25,221.91,2.9871094449,5.0,0,0,0,0,29492.64,629,85.5,9.25,95.1,0,0,0
25898,52,25,27,145,160903.52,104.43532425,4.5,161.13,1.0810494182,8.0,0,1,0,0,173100.0,585,80.0,4.5,226.29,0,0,0
15296,46,27,27,144,422507.65,115.73104408,2.0,155.61,1.1759090317,9.0,1,0,0,0,417400.0,703,80.0,5.875,222.39,0,0,0
38096,36,27,30,148,115065.73,114.91814862,6.5,151.48,-3.516567987,7.8,0,1,0,0,117600.0,691,80.0,6.5,222.39,0,0,0
41090,35,23,25,143,84256.03,120.78646513,8.99,162.09,-2.805844087,6.5,0,0,0,0,85950.0,581,90.0,8.99,221.91,0,0,0
37709,34,16,18,136,69772.82,63.785398077,6.125,173.35,-0.314447747,5.8,0,0,1,1,73850.0,780,69.7,6.125,167.91,0,0,0
15195,50,23,23,141,383970.6,111.68642759,3.25,158.94,2.3664098989,8.2,0,0,1,0,384000.0,644,80.0,6.0,221.91,0,0,0
31292,35,25,27,145,142144.67,123.25763876,7.99,162.09,-2.805844087,6.5,0,0,1,0,144900.0,621,90.0,7.99,226.29,0,0,0
12818,51,18,20,58,11708.27,14.129345344,6.5,158.6,1.2690442628,7.8,0,0,1,0,50000.0,694,51.2,6.5,186.91,0,0,0
29939,33,25,27,145,138071.0,111.66339031,9.675,180.52,0.8368586627,5.0,0,0,1,0,139500.0,657,90.0,9.675,226.29,0,0,0
10448,53,21,23,141,151417.92,91.312429321,2.75,173.17,0.8929961554,7.6,0,0,1,0,156800.0,676,78.4,6.125,208.86,0,0,0
44120,54,28,30,149,185890.44,56.336726728,2.75,179.97,1.5073587076,7.3,0,0,1,1,205000.0,773,50.9,6.625,219.67,0,0,0
29448,38,27,36,148,83700.36,110.08408277,8.85,158.77,-3.339549297,9.5,0,1,0,0,85200.0,626,80.0,8.85,222.39,0,0,0
15066,33,23,23,139,112661.65,81.502486375,7.75,180.52,0.8368586627,5.0,0,0,1,0,113000.0,690,66.5,5.375,221.91,0,0,0
46596,32,27,29,148,538480.0,95.589941973,7.05,186.12,1.1041627602,5.0,0,0,0,0,538480.0,652,80.0,0.0,222.39,0,0,0
376,48,28,32,148,86287.85,123.26555144,9.725,146.45,2.7159028846,8.3,0,0,1,0,89250.0,573,85.0,9.725,219.67,0,0,0
32905,50,27,29,147,140417.95,131.42061096,6.0,158.94,2.3664098989,8.2,0,0,1,0,149500.0,638,100.0,10.04,222.39,0,0,0
30558,46,28,31,149,799591.72,104.97466179,6.125,155.61,1.1759090317,9.0,0,0,1,0,800000.0,727,74.4,6.125,219.67,0,0,0
7257,28,24,26,184,357067.22,83.608998111,7.408,219.67,1.2291722496,4.6,1,0,0,0,348000.0,679,80.0,1.0,223.75,0,0,0
38185,27,24,26,144,214702.65,81.515335438,7.882,222.39,2.3617217155,4.4,0,0,1,0,212000.0,686,80.0,1.0,223.75,0,0,0
46941,35,24,24,142,103959.94,119.58909955,6.55,162.09,-2.805844087,6.5,0,0,1,0,108000.0,639,90.0,6.55,223.75,0,0,0
29163,36,25,29,146,144202.26,118.36157755,7.68,151.48,-3.516567987,7.8,0,0,1,0,145600.0,628,80.0,7.68,226.29,0,0,0
25812,45,25,27,145,124415.03,98.208599539,7.875,154.87,1.6391549258,9.1,0,0,1,0,130500.0,633,70.5,7.875,226.29,0,0,0
38001,30,27,30,87,195992.81,81.957111862,6.5,212.73,2.2742178006,4.7,0,0,1,0,200000.0,760,80.0,6.5,222.39,0,0,0
14350,58,27,27,145,140225.99,50.938795441,2.0,188.37,2.8685938252,6.2,0,1,0,0,260000.0,668,80.0,2.0,222.39,0,0,0
25115,24,14,17,134,302839.8,66.921725652,7.25,223.75,3.1211950891,4.7,0,0,0,0,310000.0,645,98.4,7.25,155.77,0,0,0
28777,27,25,27,145,156598.15,71.227573182,7.75,222.39,2.3617217155,4.4,0,0,1,1,156598.15,734,70.0,7.75,226.29,0,0,0
44761,30,25,27,145,473212.25,84.601027027,7.75,212.73,2.2742178006,4.7,0,0,1,0,476000.0,648,80.0,7.75,226.29,0,0,0
21316,37,25,27,145,196000.0,147.56439517,7.375,153.35,-4.146710947,9.0,0,0,1,0,196000.0,675,100.0,7.375,226.29,0,0,0
36347,29,21,24,81,22620.62,43.470052843,6.125,217.37,1.6929686703,4.5,0,0,1,1,45000.0,763,90.0,6.125,208.86,0,0,0
7167,50,28,30,148,498051.73,139.13543228,4.227,158.94,2.3664098989,8.2,0,1,0,0,470000.0,700,95.0,1.875,219.67,0,0,0
7272,29,24,26,145,234702.76,84.768944455,7.783,217.37,1.6929686703,4.5,0,0,1,0,228000.0,764,80.0,1.0,223.75,0,0,0
22162,38,30,32,150,799990.05,107.18768239,6.875,158.77,-3.339549297,9.5,0,0,1,0,800000.0,722,80.0,6.875,212.73,0,0,0
31284,28,24,27,145,439116.97,81.337120857,8.395,219.67,1.2291722496,4.6,0,0,0,0,439920.0,608,80.0,3.0,223.75,0,0,0
4259,45,24,29,144,65933.02,136.08199711,5.04,154.87,1.6391549258,9.1,0,0,1,0,66500.0,659,95.0,5.04,223.75,0,0,0
36252,34,28,31,148,60979.61,113.63775199,9.55,173.35,-0.314447747,5.8,0,0,1,0,61200.0,577,90.0,0.0,219.67,0,0,0
26712,26,23,25,143,159114.08,88.621015877,8.75,225.1,2.1513648831,4.7,0,0,1,0,159300.0,569,90.0,8.75,221.91,0,0,0
3336,50,-7,24,113,120422.28,27.270503,10.99,158.94,2.3664098989,8.2,0,0,1,0,140000.0,713,57.9,10.99,87.03,0,0,0
33741,40,22,24,143,415046.14,105.29297535,5.125,156.21,1.5859655122,9.8,0,1,0,0,437600.0,725,80.0,5.125,216.77,0,0,0
12730,30,7,20,127,66808.52,50.706488951,9.5,212.73,2.2742178006,4.7,0,0,0,0,71369.8,743,93.2,9.5,123.64,0,0,0
30906,41,22,25,82,31756.92,21.926394464,5.875,161.06,2.6824968062,9.9,0,0,0,0,100000.0,818,51.3,5.875,216.77,0,0,0
17678,39,27,30,147,184999.78,108.43297943,8.0,158.16,-0.241080652,10.0,0,0,1,0,190000.0,526,79.2,8.0,222.39,0,0,0
32905,35,27,29,147,147956.0,135.78457007,10.04,162.09,-2.805844087,6.5,0,0,1,0,149500.0,638,100.0,10.04,222.39,0,0,0
44325,28,22,22,140,47776.12,72.531381214,6.875,219.67,1.2291722496,4.6,0,0,1,1,48750.0,719,75.0,6.875,216.77,0,0,0
34372,17,13,17,134,308367.42,66.51555865,5.34,179.45,4.1266843515,5.6,0,0,1,0,308621.71,790,79.8,5.34,149.7,0,0,0
19682,29,24,24,141,424000.0,82.348070111,6.375,217.37,1.6929686703,4.5,0,1,0,0,424000.0,739,80.0,6.375,223.75,0,0,0
16742,28,16,21,137,372472.72,49.533451373,4.375,219.67,1.2291722496,4.6,0,0,1,0,392000.0,731,68.2,0.0,167.91,0,0,0
13904,24,23,23,142,329950.0,59.497576028,6.375,223.75,3.1211950891,4.7,0,0,0,0,330000.0,623,60.0,6.375,221.91,0,0,0
36119,52,25,28,145,99684.65,114.75124682,11.325,161.13,1.0810494182,8.0,1,0,0,0,103700.0,502,85.0,11.325,226.29,0,0,0
192,28,23,26,143,201693.62,80.462163217,6.95,219.67,1.2291722496,4.6,0,0,1,0,202580.0,702,80.0,6.95,221.91,0,0,0
22431,52,16,28,76,38197.16,44.474204947,6.375,161.13,1.0810494182,8.0,0,0,1,0,71600.0,766,80.0,6.375,167.91,0,0,0
21209,35,27,27,144,255100.0,109.76124375,7.75,162.09,-2.805844087,6.5,1,0,0,1,255100.0,724,80.0,7.75,222.39,0,0,0
38973,59,27,29,148,490219.16,64.683380363,2.0,187.65,2.4436475652,5.7,0,0,1,0,494000.0,687,55.0,5.875,222.39,0,0,0
23050,47,25,27,145,424354.31,98.704186954,3.527,149.58,1.6681823188,8.8,0,0,1,0,400000.0,815,61.5,1.375,226.29,0,0,0
12285,55,28,30,148,166931.99,75.481953959,7.375,180.07,2.4222748689,7.2,0,0,1,1,167000.0,685,61.9,7.375,219.67,0,0,0
43859,56,19,21,139,231883.44,78.91985016,2.625,181.43,1.7170529058,6.6,0,0,1,0,244900.0,696,79.0,5.625,191.42,0,0,0
19054,57,23,23,101,117306.65,51.542780069,5.875,187.2,2.5560517331,6.2,0,0,1,0,167000.0,693,61.9,5.875,221.91,0,0,0
30852,31,24,24,142,747700.0,89.165400187,6.5,200.67,1.8506891663,4.7,0,0,1,0,748000.0,715,80.0,6.5,223.75,0,0,0
15848,24,20,22,140,101600.0,71.225921788,6.5,223.75,3.1211950891,4.7,0,0,1,1,101600.0,781,80.0,6.5,199.21,0,0,0
49481,59,14,53,114,142380.12,72.957440771,2.75,187.65,2.4436475652,5.7,0,0,1,0,153900.0,708,95.0,3.5,155.77,0,0,0
11699,55,21,29,141,44601.08,94.04877932,7.125,180.07,2.4222748689,7.2,0,1,0,1,50000.0,738,90.9,7.125,208.86,0,0,0
12890,50,13,22,133,66457.07,65.887977449,7.625,158.94,2.3664098989,8.2,0,0,1,0,76000.0,556,80.0,7.625,149.7,0,0,0
45538,45,20,25,141,453814.61,82.195849755,5.5,154.87,1.6391549258,9.1,0,0,1,0,495000.0,782,69.7,5.5,199.21,0,0,0
2208,21,16,16,129,108448.25,66.57090755,9.5,208.86,3.3469293746,5.2,0,0,1,0,112500.0,654,85.9,9.5,167.91,0,0,0
16753,48,19,19,137,355718.91,87.560930409,3.0,146.45,2.7159028846,8.3,0,0,1,0,424800.0,758,80.0,3.375,191.42,0,0,0
18673,27,16,18,137,230966.77,57.652505615,4.5,222.39,2.3617217155,4.4,0,0,1,0,232000.0,742,76.7,0.0,167.91,0,0,0
23851,44,14,17,134,69866.06,94.269372917,7.5,150.91,1.8755149375,9.2,1,0,0,0,76500.0,665,100.0,7.5,155.77,0,0,0
10967,55,31,33,152,900164.4,95.537444511,10.75,180.07,2.4222748689,7.2,0,0,0,0,892500.0,735,85.0,10.75,200.67,0,0,0
22855,28,20,22,141,478803.73,75.514450374,8.308,219.67,1.2291722496,4.6,0,0,1,0,460000.0,636,80.0,1.0,199.21,0,0,0
11815,23,-6,18,115,66900.62,33.295877079,7.0,221.91,2.9871094449,5.0,0,0,0,0,73242.24,631,90.3,7.0,89.58,0,0,0
32293,44,16,25,137,375174.23,88.840133742,3.25,150.91,1.8755149375,9.2,1,0,0,0,375900.0,656,80.0,4.5,167.91,0,0,0
36380,15,10,13,131,258230.44,76.803657287,8.3,161.27,4.2637069508,6.0,0,0,1,0,260100.0,624,90.0,0.0,138.62,0,0,0
19684,30,23,23,141,86075.07,81.701085266,7.25,212.73,2.2742178006,4.7,0,0,0,0,87920.0,719,80.0,7.25,221.91,0,0,0
5974,47,22,23,142,45761.99,130.03503368,5.1,149.58,1.6681823188,8.8,0,0,1,0,45900.0,545,90.0,5.1,216.77,0,0,0
42823,29,25,28,146,264770.38,98.441251077,8.2,217.37,1.6929686703,4.5,0,1,0,0,266000.0,629,95.0,8.2,226.29,0,0,0
25579,27,24,26,144,189987.64,80.462820168,7.875,222.39,2.3617217155,4.4,1,0,0,0,190050.0,717,80.0,3.0,223.75,0,0,0
39722,55,6,25,126,89134.77,,11.35,180.07,2.4222748689,7.2,0,0,1,0,0.0,530,80.0,11.35,122.89,0,0,0
23284,36,22,24,142,114734.23,117.27592062,6.99,151.48,-3.516567987,7.8,0,0,1,0,119000.0,776,85.0,6.5,216.77,0,0,0
6843,60,22,24,182,825003.41,83.745297503,4.055,189.82,2.8363581757,5.7,0,0,0,1,900000.0,763,80.0,1.4,216.77,0,0,0
48749,28,24,27,145,91044.95,61.418567906,7.5,219.67,1.2291722496,4.6,1,0,0,0,91500.0,587,60.6,7.5,223.75,0,0,0
16721,50,19,19,136,749789.84,59.434626176,2.875,158.94,2.3664098989,8.2,0,0,1,0,825000.0,788,54.3,3.875,191.42,0,0,0
1786,59,22,24,142,114548.64,60.147539406,6.5,187.65,2.4436475652,5.7,0,0,0,0,132000.0,682,60.0,6.5,216.77,0,0,0
22604,33,18,18,136,100483.42,93.818975476,6.75,180.52,0.8368586627,5.0,0,0,1,0,105350.0,696,95.0,6.75,186.91,0,0,0
14299,60,27,27,145,104000.0,93.726688442,2.625,189.82,2.8363581757,5.7,0,0,1,1,104000.0,627,80.0,8.375,222.39,0,0,0
17987,31,-13,24,107,30554.44,26.443617599,10.375,200.67,1.8506891663,4.7,0,0,1,0,31487.0,492,70.0,10.375,78.12,0,0,0
47527,57,27,52,147,1314563.07,54.336397118,6.625,187.2,2.5560517331,6.2,1,0,0,0,1575000.0,711,54.8,6.625,222.39,0,0,0
4607,34,27,30,147,132283.81,101.6205714,8.345,173.35,-0.314447747,5.8,0,0,1,0,133600.0,586,80.0,8.345,222.39,0,0,0
23370,28,24,24,141,88628.1,100.3046862,7.49,219.67,1.2291722496,4.6,0,0,0,0,90000.0,586,100.0,7.49,223.75,0,0,0
18525,25,15,17,135,159998.85,52.523370773,4.875,226.29,2.8991367167,4.7,0,0,1,0,160000.0,767,73.7,0.0,161.27,0,0,0
28066,40,24,26,144,109865.69,85.121757086,6.75,156.21,1.5859655122,9.8,0,0,0,0,110000.0,627,59.5,6.75,223.75,0,0,0
38275,24,20,23,141,645200.0,71.225921788,4.875,223.75,3.1211950891,4.7,0,0,1,0,645200.0,737,80.0,4.875,199.21,0,0,0
25453,60,24,26,144,82025.94,84.076466378,6.875,189.82,2.8363581757,5.7,0,0,1,0,92000.0,600,80.0,6.875,223.75,0,0,0
9092,35,10,12,130,80925.16,63.50807017,9.125,162.09,-2.805844087,6.5,0,0,1,0,85000.0,648,78.0,0.0,138.62,0,0,0
42657,21,18,20,138,239087.72,71.344100792,7.9,208.86,3.3469293746,5.2,1,0,0,0,239920.0,506,80.0,0.0,186.91,0,0,0
4332,39,26,29,86,91767.78,145.7676172,10.99,158.16,-0.241080652,10.0,0,0,1,0,89600.0,662,100.0,10.99,225.1,0,0,0
4153,52,25,28,146,94663.14,147.71593641,6.03,161.13,1.0810494182,8.0,0,0,1,0,90000.0,601,100.0,6.03,226.29,0,0,0
14384,35,26,26,144,50576.94,108.03750262,7.875,162.09,-2.805844087,6.5,0,0,1,1,51750.0,724,79.6,8.375,225.1,0,0,0
25658,53,24,27,145,192147.99,77.584730255,2.0,173.17,0.8929961554,7.6,0,0,1,0,272000.0,608,85.0,8.25,223.75,0,0,0
42443,31,28,30,148,239851.3,87.523282671,8.71,200.67,1.8506891663,4.7,1,0,0,0,239992.0,605,80.0,8.71,219.67,0,0,0
42506,24,21,23,141,104158.07,93.039820375,8.19,223.75,3.1211950891,4.7,0,0,1,0,104500.0,634,100.0,8.19,208.86,0,0,0
24870,30,26,28,146,70740.73,105.42847955,9.99,212.73,2.2742178006,4.7,0,0,1,0,71000.0,620,100.0,0.0,225.1,0,0,0
2059,44,2,21,54,80.51,0.2276524169,10.74,150.91,1.8755149375,9.2,0,0,1,0,14294.0,687,55.0,10.74,110.9,0,0,0
17881,57,21,24,141,54345.14,76.750824546,8.5,187.2,2.5560517331,6.2,0,0,1,0,67150.0,596,85.0,8.5,208.86,0,0,0
37848,55,17,19,138,113183.0,59.364894208,5.75,180.07,2.4222748689,7.2,0,0,1,1,133000.0,786,70.0,5.75,179.45,0,0,0
38744,52,22,25,142,188210.79,105.50087132,3.375,161.13,1.0810494182,8.0,0,0,1,0,192000.0,746,80.0,5.875,216.77,0,0,0
12400,34,-3,20,77,20468.27,41.966794654,12.75,173.35,-0.314447747,5.8,0,0,0,0,24081.0,533,90.0,12.75,95.1,0,0,0
21096,31,10,31,131,665426.34,39.123352462,6.125,200.67,1.8506891663,4.7,0,0,1,0,712000.0,714,60.6,6.125,138.62,0,0,0
45015,36,26,30,147,103837.42,110.25721561,7.125,151.48,-3.516567987,7.8,0,0,0,0,107900.0,638,77.1,7.125,225.1,0,0,0
19744,38,25,25,142,213456.83,83.292359943,5.75,158.77,-3.339549297,9.5,0,1,0,0,225000.0,692,61.6,5.75,226.29,0,0,0
37489,38,10,12,130,309869.51,63.657175531,6.875,158.77,-3.339549297,9.5,0,1,0,0,340000.0,674,80.0,6.875,138.62,0,0,0
45515,27,22,25,143,155020.0,77.978326364,7.125,222.39,2.3617217155,4.4,0,1,0,0,155020.0,685,80.0,7.125,216.77,0,0,0
22113,35,29,31,149,404569.42,106.38153679,6.375,162.09,-2.805844087,6.5,0,1,0,0,408000.0,734,80.0,1.0,217.37,0,0,0
24878,50,26,28,146,109871.31,107.83512793,3.15,158.94,2.3664098989,8.2,0,0,1,0,115440.0,669,80.0,3.15,225.1,0,0,0
14660,60,25,25,143,159802.5,92.929393251,2.625,189.82,2.8363581757,5.7,0,0,0,1,164000.0,782,80.0,0.0,226.29,0,0,0
9687,24,21,23,141,241600.0,74.676201117,5.75,223.75,3.1211950891,4.7,0,1,0,1,241600.0,732,80.0,5.75,208.86,0,0,0
